Link,Speakers,City,Category,Trim
https://www.youtube.com/watch?v=pVF3A34uJ-o,1,Alexandria,Studio,
https://www.youtube.com/watch?v=7vCd_vqa_yw,1,Braila,Studio,14:13-19:55
https://www.youtube.com/watch?v=pvAHc4xuLxU,1,Bucuresti,Studio,0:00-5:00
https://www.youtube.com/watch?v=fREfs3p1BTs,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=IkHYMfXa34k,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=-LBYLfFqxtw,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=_z8UmVSwzTk,1,Bucuresti,Studio,0:00-6:05
https://www.youtube.com/watch?v=0H_jKNtoAuA,1,Bucuresti,Studio,0:00-6:07
https://www.youtube.com/watch?v=Mp7xZXKE3Cc,1,Bucuresti,Studio,0:00-6:39
https://www.youtube.com/watch?v=BrBOE7F6lSM,1,Bucuresti,Studio,0:00-6:04
https://www.youtube.com/watch?v=pYm2Qlyvnug,1,Bucuresti,Studio,0:00-4:00
https://www.youtube.com/watch?v=lKSeSG-4bys,1,Bucuresti,Studio,1:23-5:25
https://www.youtube.com/watch?v=VQ-rgNcijdw,1,Bucuresti,Studio,0:13-3:00
https://www.youtube.com/watch?v=yw6-to1ASyk,1,Bucuresti,Studio,7:59-13:26
https://www.youtube.com/watch?v=rM_xk6_pDis,1,Bucuresti,Studio,3:43-11:28
https://www.youtube.com/watch?v=TlJeSiAhaQs,1,Bucuresti,Studio,2:40-7:50
https://www.youtube.com/watch?v=dWtVjgFWfIo,1,Bucuresti,Studio,3:32-9:00
https://www.youtube.com/watch?v=nvaOBxxt0-c,1,Bucuresti,Studio,0:55-5:14
https://www.youtube.com/watch?v=Y1d9c6ksSxo,1,Bucuresti,Studio,15:26-17:06
https://www.youtube.com/watch?v=uwRbf9DTSiM,1,Bucuresti,Studio,1:01-3:47
https://www.youtube.com/watch?v=U3BaX28PKUY,1,Bucuresti,Studio,2:13-6:33
https://www.youtube.com/watch?v=nfOOPbrFNZY,1,Bucuresti,Studio,4:21-7:29
https://www.youtube.com/watch?v=qSCh0YfIM-M,1,Bucuresti,Studio,0:00-8:19
https://www.youtube.com/watch?v=5Id-Q-wonU0,1,Bucuresti,Studio,1:27-7:21
https://www.youtube.com/watch?v=wMijZ2QyDss,1,Bucuresti,Studio,2:25-12:09
https://www.youtube.com/watch?v=x4MdfhgpUj0,1,Bucuresti,Studio,0:00-8:14
https://www.youtube.com/watch?v=Y-456XfFHog,1,Bucuresti,Studio,0:00-10:00
https://www.youtube.com/watch?v=pufRsvYuRYw,1,Bucuresti,Studio,0:22-1:54
https://www.youtube.com/watch?v=cMn2JcyOEHU,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=ByUq0v8GFxg,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=jI34U6w8a6U,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=qUaRAN9c3QY,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=DuoR9Ao_Eno,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=PWyT2eALt0w,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=QxDXAS2v0_k,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=1pb9MZb-Gk8,1,Bucuresti,Studio,
https://www.youtube.com/watch?v=augDR0Ku8ec,1,Bucuresti,Studio,0:00-2:55
https://www.youtube.com/watch?v=FCgMQ_fIeC0,1,Constanta,Studio,0:00-4:00
https://www.youtube.com/watch?v=FCgMQ_fIeC0,1,Constanta,Studio,4:01-9:00
https://www.youtube.com/watch?v=kjZ5e-lEJTY,1,Constanta,Studio,0:28-2:10
https://www.youtube.com/watch?v=kjZ5e-lEJTY,1,Constanta,Studio,2:37-10:34
https://www.youtube.com/watch?v=ibqc1lkDc0g,1,Constanta,Studio,1:13-5:58
https://www.youtube.com/watch?v=HnkeukG5y2s,1,Constanta,Studio,7:55-18:58
https://www.youtube.com/watch?v=Afr3IAH3O1o,1,Constanta,Studio,2:06-8:14
https://www.youtube.com/watch?v=wMRgQ7xGlOk,1,Constanta,Studio,12:32-14:36
https://www.youtube.com/watch?v=FQ92EEvnKPA,1,Constanta,Studio,2:28-8:19
https://www.youtube.com/watch?v=4VwNq-_r784,1,Constanta,Studio,0:50-5:56
https://www.youtube.com/watch?v=u_uMmiOznFU,1,Constanta,Studio,1:04-5:10
https://www.youtube.com/watch?v=VEgn4uCR6kQ,1,Craiova,Studio,
https://www.youtube.com/watch?v=DXZA7qiG7Cc,1,Craiova,Studio,0:25-3:19
https://www.youtube.com/watch?v=UXJYmkX3loc,1,Curtea de Arges,Studio,
https://www.youtube.com/watch?v=5mFv4KIutzI,1,Ploiesti,Studio,0:00-5:17
https://www.youtube.com/watch?v=7emqY87TaR8,1,Ploiesti,Studio,0:00-3:50
https://www.youtube.com/watch?v=j_QOz5ZqDzQ,1,Tulcea,Studio,
https://www.youtube.com/watch?v=U4oREYjysJo,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=SqO13W1cpow,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=jby05QL8QuA,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=Z9Gwe-WLWS4,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=kpAETLLos6c,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=pTJxhiR2izE,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=E79saLCJRng,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=sdzjhy_V-Kw,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=SfsfTEPKbEk,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=iJ4q9_k0wOQ,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=Im436sz7RXo,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=3LRKcnKKa3k,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=BtxuhDROe2I,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=kA4sqQ5v8z8,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=RU4BZLjDjj0,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=FxYjYgPWm5o,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=oIokVVAzA20,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=kFuwgXQya2k,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=yGAvQgsYIhU,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=pFGtwbWqbcE,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=13u2o7Oaals,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=5E2eZ99C7Ns,1,Bucuresti,ITW,0:00-5:00
https://www.youtube.com/watch?v=8593OI6yYao,1,Bucuresti,ITW,1:11-4:47
https://www.youtube.com/watch?v=-xYXejMcWgw,1,Bucuresti,ITW,
https://www.youtube.com/watch?v=S8v12PiPsqM,1,Calarasi,ITW,
https://www.youtube.com/watch?v=XJtz_42-CM0,1,Campina,ITW,
https://www.youtube.com/watch?v=S6UGFE8FnrY,1,Constanta,ITW,
https://www.youtube.com/watch?v=lPmO3FKPPOU,1,Constanta,ITW,
https://www.youtube.com/watch?v=EsA-ty7pjh8,1,Constanta,ITW,0:15-5:15
https://www.youtube.com/watch?v=_MmOZcPRYkE,1,Constanta,ITW,0:00-3:07
https://www.youtube.com/watch?v=NcIyTGwJEQ4,1,Constanta,ITW,
https://www.youtube.com/watch?v=eE1IOagGHcA,1,Craiova,ITW,
https://www.youtube.com/watch?v=NDxTNQ0dO7o,1,Craiova,ITW,1:30-13:48
https://www.youtube.com/watch?v=FoAO4PeWURI,1,Craiova,ITW,38:56-42:56
https://www.youtube.com/watch?v=FoAO4PeWURI,1,Pitesti,ITW,27:08-29:56
https://www.youtube.com/watch?v=FoAO4PeWURI,1,Pitesti,ITW,34:15-38:20
https://www.youtube.com/watch?v=gGw0AcMAHro,1,Ploiesti,ITW,
https://www.youtube.com/watch?v=s95oDZGLwzk,1,Ploiesti,ITW,
https://www.youtube.com/watch?v=bh0_4ZYfHxc,1,Ploiesti,ITW,
https://www.youtube.com/watch?v=bblTlEwGQ2Q,1,Ramnicu-Valcea,ITW,1:08-4:00
https://www.youtube.com/watch?v=l2I7D1HsJmw,1,Drobeta-Turnu Severin,ITW,
